appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
287290,Resident Evil Revelations 2 / Biohazard Revelations 2,2015-02-24,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Zombies;Horror;Survival Horror,43,9049,2724,452,309,500000-1000000,4.99
304240,Resident Evil / biohazard HD REMASTER,2015-01-19,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Survival Horror;Zombies;Horror,44,6313,661,604,1049,500000-1000000,15.99
339340,Resident Evil 0 / biohazard 0 HD REMASTER,2016-01-19,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Horror;Zombies;Survival Horror,47,2196,393,132,132,200000-500000,15.99
418370,RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,2017-01-23,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Horror;Survival Horror;First-Person,58,19022,1718,823,644,500000-1000000,19.99
530620,Resident Evil 7 / Biohazard 7 Teaser: Beginning Hour,2016-12-18,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,Single-player;Full controller support;Steam Cloud,Action;Adventure,Horror;Survival Horror;Free to Play,0,3424,483,63,57,1000000-2000000,0
582010,MONSTER HUNTER: WORLD,2018-08-09,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action,Action;Hunting;Multiplayer,50,72029,35294,6512,5372,5000000-10000000,49.99
587620,OKAMI HD / 大神 絶景版,2017-12-12,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Great Soundtrack;Mythology,51,2854,236,1737,1884,100000-200000,15.99
601150,Devil May Cry 5,2019-03-07,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Hack and Slash;Character Action Game,51,17657,1487,916,950,1000000-2000000,44.99
631510,Devil May Cry HD Collection,2018-03-13,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action,Action;Hack and Slash;Character Action Game,99,1217,211,125,146,50000-100000,24.99
742300,Mega Man 11 / ロックマン11 運命の歯車!!,2018-10-02,1,"CAPCOM CO., LTD.","CAPCOM CO., LTD.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Platformer;Classic,50,1516,114,0,0,50000-100000,24.99
787480,Phoenix Wright: Ace Attorney Trilogy / 逆転裁判123 成歩堂セレクション,2019-04-09,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure,Visual Novel;Story Rich;Great Soundtrack,30,373,11,0,0,20000-50000,29.99
883710,RESIDENT EVIL 2 / BIOHAZARD RE:2,2019-01-24,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Zombies;Survival Horror;Horror,43,24950,1075,841,843,1000000-2000000,44.99
885150,Capcom Beat 'Em Up Bundle / カプコン ベルトアクション コレクション,2018-10-10,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action,Action;Beat 'em up;Arcade,11,197,32,0,0,0-20000,15.99
329050,Devil May Cry® 4 Special Edition,2015-06-23,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd. ",windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Hack and Slash;Character Action Game,42,5036,509,432,497,500000-1000000,19.99
586200,Street Fighter 30th Anniversary Collection,2018-05-29,1,Digital Eclipse,"Capcom U.S.A, Inc.",windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action,Action;Fighting;2D Fighter,17,442,304,0,0,20000-50000,32.99
209120,Street Fighter X Tekken,2012-05-11,1,"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,Action,Fighting;Action;Arcade,0,858,697,136,196,100000-200000,22.99
357190,ULTIMATE MARVEL VS. CAPCOM 3,2017-03-06,1,"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Fighting;Action;2D Fighter,47,1386,201,54,54,100000-200000,19.99
570940,DARK SOULS™: REMASTERED,2018-05-23,1,QLOC,"FromSoftware, Inc;BANDAI NAMCO Entertainment",windows,0,Single-player;Multi-player;Steam Achievements;Full controller support,Action,Dark Fantasy;Difficult;Action,41,8669,4014,1160,1417,200000-500000,34.99
374320,DARK SOULS™ III,2016-04-11,1,"FromSoftware, Inc.","FromSoftware, Inc.;BANDAI NAMCO Entertainment",windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action,Dark Fantasy;Difficult;RPG,43,100412,9953,4222,1776,2000000-5000000,39.99
234080,Castlevania: Lords of Shadow – Ultimate Edition,2013-08-27,1,MercurySteam - Climax Studios,Konami Digital Entertainment,windows,16,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Action;Adventure;Hack and Slash,47,3827,953,706,908,200000-500000,19.99
235460,METAL GEAR RISING: REVENGEANCE,2014-01-09,1,PlatinumGames,Konami Digital Entertainment,windows,18,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action,Great Soundtrack;Action;Hack and Slash,60,13722,1157,863,870,500000-1000000,19.99
239250,Castlevania: Lords of Shadow 2,2014-02-25,1,MercurySteam,Konami Digital Entertainment,windows,16,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Action;Adventure;Vampire,56,2390,479,732,732,200000-500000,24.99
282530,Castlevania: Lords of Shadow – Mirror of Fate HD,2014-03-27,1,MercurySteam,Konami Digital Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Adventure;Metroidvania,23,836,186,0,0,100000-200000,9.99
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,2015-09-01,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,18,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure,Stealth;Open World;Story Rich,42,38643,4954,3007,2478,1000000-2000000,24.99
311340,METAL GEAR SOLID V: GROUND ZEROES,2014-12-18,1,Kojima Productions,Konami Digital Entertainment,windows,18,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure,Stealth;Action;Short,16,7953,1692,320,198,500000-1000000,16.99
543900,METAL GEAR SURVIVE,2018-02-21,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,16,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Stats,Violent;Action;Adventure;Strategy,Memes;Survival;Action,51,2213,1232,1649,1649,100000-200000,34.99
601510,Yu-Gi-Oh! Duel Links,2017-11-16,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Strategy,Free to Play;Card Game;Anime,20,7969,2563,864,1115,1000000-2000000,0
650510,ZONE OF THE ENDERS THE 2nd RUNNER : M∀RS / アヌビス ゾーン・オブ・エンダーズ : マーズ,2018-09-04,1,"Konami Digital Entertainment;Cygames, Inc.",Konami Digital Entertainment,windows,0,Single-player;Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud,Action,Action;Mechs;Violent,25,197,83,0,0,0-20000,24.99
702700,Super Bomberman R,2018-06-12,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Partial Controller Support,Action,Action;Multiplayer;Singleplayer,32,80,84,0,0,0-20000,34.99
770240,PRO EVOLUTION SOCCER 2019,2018-08-29,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;In-App Purchases;Partial Controller Support,Sports,Sports;Soccer;Multiplayer,0,1619,2217,0,0,200000-500000,24.99
950100,PRO EVOLUTION SOCCER 2019 LITE,2018-12-13,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;In-App Purchases;Partial Controller Support,Sports,Sports;Free to Play;Multiplayer,0,423,637,106,83,200000-500000,0
1018000,Anniversary Collection Arcade Classics,2019-04-18,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Partial Controller Support,Action;Casual,Action;Casual;Arcade,17,20,10,0,0,0-20000,15.99
480650,Yu-Gi-Oh! Legacy of the Duelist,2016-12-07,1,Other Ocean Interactive,"Konami Digital Entertainment, Inc.",windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Simulation,Card Game;Anime;Trading Card Game,21,1855,368,2162,2226,100000-200000,14.99
19000,Silent Hill Homecoming,2009-03-02,1,Double Helix Games,"Konami Digital Entertainment, Inc.;Konami Digital Entertainement GmbH",windows,0,Single-player,Adventure,Horror;Adventure;Survival Horror,0,480,437,58,73,100000-200000,17.99
19020,Puzzle Chronicles,2010-06-25,1,Infinite Interactive,"Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH",windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;RPG,RPG;Casual;Puzzle,12,16,8,0,0,0-20000,7.99
19030,Rocket Knight,2010-06-25,1,Climax Studios,"Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH",windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Adventure;Platformer,16,70,22,0,0,0-20000,11.99
19080,Biozone,2010-06-25,1,G5 Entertainment,"Konami Digital Entertainment, Inc.;Konami Digital Entertainment GmbH",windows,0,Single-player,Action;Adventure;Casual,Action;Adventure;Casual,0,1,13,0,0,0-20000,7.99
22130,Hearts of Iron 2 Complete,2009-01-23,1,Paradox Development Studio,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy,Strategy;Grand Strategy;World War II,0,220,48,0,0,50000-100000,9.99
23420,Europa Universalis: Rome - Gold Edition,2008-12-18,1,Paradox Development Studio,Paradox Interactive,windows,0,Single-player;Multi-player;Co-op,Strategy,Strategy;Grand Strategy;Historical,0,123,52,4975,4975,50000-100000,7.99
24400,King Arthur - The Role-playing Wargame,2009-11-24,1,NeocoreGames,Paradox Interactive,windows,0,Single-player;Multi-player,RPG;Strategy,Strategy;RPG;Fantasy,0,307,113,6,6,200000-500000,7.99
24410,Crusaders: Thy Kingdom Come,2009-10-08,1,NeocoreGames,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy,Strategy;Medieval;Historical,0,13,11,0,0,20000-50000,6.99
24460,King Arthur: Fallen Champions,2011-09-16,1,NeocoreGames,Paradox Interactive,windows,0,Single-player,RPG;Strategy,Strategy;RPG;Fantasy,0,13,20,13,13,50000-100000,3.99
24480,King Arthur II: The Role-Playing Wargame,2012-01-27,1,NeocoreGames,Paradox Interactive,windows,0,Single-player;Steam Achievements,RPG;Strategy,Strategy;RPG;RTS,23,188,169,46,46,100000-200000,7.99
25800,Europa Universalis III Complete,2009-02-04,1,Paradox Development Studio,Paradox Interactive,windows;mac,0,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;Grand Strategy;Historical,0,1191,245,736,1065,200000-500000,9.99
25830,Knights of Honor,2009-02-04,1,Black Sea Studios Ltd,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy,Strategy;Medieval;Grand Strategy,0,1018,89,35,35,100000-200000,7.49
25890,Hearts of Iron III,2009-08-07,1,Paradox Development Studio,Paradox Interactive,windows;mac,0,Single-player;Multi-player;Co-op;Steam Trading Cards,Strategy,Grand Strategy;World War II;Strategy,0,3298,992,809,1364,500000-1000000,7.99
25980,Majesty 2,2009-09-17,1,1C:InoCo,Paradox Interactive,windows,0,Single-player,Simulation;Strategy,Strategy;Simulation;Fantasy,0,305,130,0,0,100000-200000,7.99
25990,Majesty Gold HD,2009-09-04,1,Cyberlore,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy;Simulation,Strategy;Simulation;Fantasy,0,326,20,72,72,100000-200000,7.99
42810,For The Glory: A Europa Universalis Game,2009-11-11,1,Crystal Empire Games,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy,Strategy;Grand Strategy;Historical,0,59,25,44,44,20000-50000,7.99
42850,Arsenal of Democracy: A Hearts of Iron Game,2010-02-23,1,BL-Logic,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy,Strategy;Grand Strategy;World War II,0,180,31,0,0,50000-100000,7.99
42890,Sword of the Stars: Complete Collection,2010-06-04,1,Kerberos Productions Inc.,Paradox Interactive,windows,0,Single-player;Multi-player;Online Multi-Player,Strategy,Strategy;4X;Space,0,355,46,0,0,100000-200000,7.99
42910,Magicka,2011-01-25,1,Arrowhead Game Studios,Paradox Interactive,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;RPG,Comedy;Action;Co-op,88,20912,1964,589,369,2000000-5000000,7.99
42920,The Kings' Crusade,2010-10-08,1,NeoCoreGames,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy,Strategy;Medieval,0,41,72,0,0,50000-100000,7.99
42960,Victoria II,2010-08-30,1,Paradox Development Studio,Paradox Interactive,windows,0,Single-player;Multi-player;Steam Trading Cards,Strategy,Grand Strategy;Strategy;Historical,0,4743,632,2580,4888,500000-1000000,14.99
42980,Victoria I Complete,2010-08-20,1,Paradox Development Studio,Paradox Interactive,windows,0,Multi-player,Strategy,Strategy;Grand Strategy;Real-Time with Pause,0,88,41,17,17,100000-200000,7.99
42990,Sword of the Stars II: Enhanced Edition,2012-11-30,1,Kerberos Productions,Paradox Interactive,windows,0,Multi-player,Strategy,Strategy;4X;Space,14,335,448,38,74,100000-200000,14.99
48800,Ship Simulator Extremes,2010-08-27,1,VStep,Paradox Interactive,windows,0,Single-player;Multi-player,Simulation,Simulation;Realistic;Naval,0,676,794,0,0,100000-200000,14.99
61500,Age of Wonders,2010-10-01,1,Triumph Studios,Paradox Interactive,windows,0,Single-player;Multi-player,RPG;Strategy,Strategy;RPG;Fantasy,0,334,98,161,254,100000-200000,3.99
61510,Age of Wonders II: The Wizard's Throne,2010-10-01,1,Triumph Studios,Paradox Interactive,windows,0,Single-player;Multi-player,RPG;Strategy,Strategy;RPG;Turn-Based Strategy,0,105,28,0,0,50000-100000,6.99
61520,Age of Wonders Shadow Magic,2010-10-01,1,Triumph Studios,Paradox Interactive,windows,0,Single-player;Multi-player,RPG;Strategy,Strategy;RPG;Turn-Based Strategy,0,225,35,151,151,100000-200000,6.99
73010,Cities in Motion,2011-02-22,1,Colossal Order Ltd.,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements,Simulation,Simulation;Management;Strategy,47,605,179,1,1,200000-500000,14.99
73060,Defenders of Ardania,2012-03-14,1,Most Wanted Entertainment,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy,Tower Defense;Strategy;Fantasy,12,32,68,28,55,20000-50000,8.99
73170,Darkest Hour: A Hearts of Iron Game,2011-04-08,1,Martin Ivanov,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy,Strategy;Grand Strategy;World War II,0,1075,144,0,0,100000-200000,7.99
73210,Sengoku,2011-09-15,1,Paradox Development Studio,Paradox Interactive,windows,0,Single-player;Multi-player;Steam Trading Cards,RPG;Simulation;Strategy,Strategy;Simulation;Grand Strategy,0,205,110,112,112,100000-200000,7.99
200370,A Game of Dwarves,2012-10-23,1,Zeal Game Studio,Paradox Interactive,windows,0,Single-player,Strategy;Casual,Strategy;Casual;City Builder,29,275,167,991,991,50000-100000,7.99
202130,Impire,2013-02-14,1,Cyanide Montreal,Paradox Interactive,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud,Strategy,Strategy;Fantasy;Villain Protagonist,48,167,208,76,76,100000-200000,14.99
203630,Warlock - Master of the Arcane,2012-05-08,1,Ino-Co Plus,Paradox Interactive,windows,0,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;Turn-Based Strategy;Fantasy,0,1811,293,115,136,500000-1000000,18.99
203770,Crusader Kings II,2012-02-14,1,Paradox Development Studio,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Steam Trading Cards,RPG;Simulation;Strategy,Grand Strategy;Strategy;Medieval,161,31668,4187,1366,272,2000000-5000000,29.99
204940,Crusader Kings Complete,2012-02-14,1,Paradox Development Studio,Paradox Interactive,windows,0,Single-player;Multi-player,Strategy,Strategy;Grand Strategy;Medieval,0,89,53,60,60,50000-100000,7.99
205990,Warlock 2: The Exiled,2014-04-10,1,Ino-Co Plus,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy,Strategy;Fantasy;Turn-Based,74,558,288,0,0,50000-100000,14.99
225420,Cities in Motion 2,2013-04-02,1,Colossal Order Ltd.,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop,Simulation;Strategy,Simulation;Strategy;Management,51,1130,873,157,207,500000-1000000,14.99
